name,body,kind,type,category,theme,color,lat,lon,lod,dimension,description
Dorsum Oppel,Moon,surface,Dorsum,tectonic,surface,#d4965a,19.31,52.09,4,~298 km diameter,Dorsum Oppel is a wrinkle ridge (dorsum) in the northern equatorial belt of the lunar nearside
Dorsum Owen,Moon,surface,Dorsum,tectonic,surface,#d4965a,25.14,11.09,4,~33 km diameter,Dorsum Owen is a wrinkle ridge (dorsum) in the northern equatorial belt of the lunar nearside
Dorsum Scilla,Moon,surface,Dorsum,tectonic,surface,#d4965a,32.34,-60.0,4,~108 km diameter,Dorsum Scilla is a wrinkle ridge (dorsum) in the northern mid-latitudes of the lunar nearside
Dorsum Termier,Moon,surface,Dorsum,tectonic,surface,#d4965a,11.63,57.15,4,~90 km diameter,Dorsum Termier is a wrinkle ridge (dorsum) in the equatorial region of the lunar nearside
Dorsum Thera,Moon,surface,Dorsum,tectonic,surface,#d4965a,24.4,-31.42,5,~7 km diameter,Dorsum Thera is a wrinkle ridge (dorsum) in the northern equatorial belt of the lunar nearside
Dorsum Von Cotta,Moon,surface,Dorsum,tectonic,surface,#d4965a,23.6,11.95,4,~183 km diameter,Dorsum Von Cotta is a wrinkle ridge (dorsum) in the northern equatorial belt of the lunar nearside
Dorsum Zirkel,Moon,surface,Dorsum,tectonic,surface,#d4965a,29.55,-24.82,4,~195 km diameter,Dorsum Zirkel is a wrinkle ridge (dorsum) in the northern equatorial belt of the lunar nearside
Double,Moon,surface,Astronaut-named features,landing,landing,#ffe500,0.67,23.47,5,~0 km diameter,Double is an astronaut-named landmark in the equatorial region of the lunar nearside
Doublet,Moon,surface,Astronaut-named features,landing,landing,#ffe500,-3.64,-17.48,5,~0 km diameter,Doublet is an astronaut-named landmark in the equatorial region of the lunar nearside
Douglass,Moon,surface,Crater,crater,crater,#ff5faa,35.5,-122.72,5,~51 km diameter,Douglass is a complex impact crater 51 km across in the northern mid-latitudes of the lunar farside
Dove,Moon,surface,Crater,crater,crater,#ff5faa,-46.83,31.42,5,~30 km diameter,Dove is a transitional complex crater 30 km across in the southern mid-latitudes of the lunar nearside
Doyle,Moon,surface,Crater,crater,crater,#ff5faa,2.0,84.5,5,,Doyle is an impact crater in the equatorial region of the limb region between nearside and farside
Draper,Moon,surface,Crater,crater,crater,#ff5faa,17.56,-21.75,5,~8 km diameter,Draper is a simple impact crater 8 km across in the northern equatorial belt of the lunar nearside
Drebbel,Moon,surface,Crater,crater,crater,#ff5faa,-40.93,-49.12,5,~30 km diameter,Drebbel is a transitional complex crater 30 km across in the southern mid-latitudes of the lunar nearside
Dreyer,Moon,surface,Crater,crater,crater,#ff5faa,10.24,97.09,5,~64 km diameter,Dreyer is a complex impact crater 64 km across in the equatorial region of the limb region between nearside and farside
Drude,Moon,surface,Crater,crater,crater,#ff5faa,-38.56,-91.89,5,~27 km diameter,Drude is a transitional complex crater 27 km across in the southern mid-latitudes of the limb region between nearside and farside
Dryden,Moon,surface,Crater,crater,crater,#ff5faa,-33.21,-156.15,5,~54 km diameter,Dryden is a complex impact crater 54 km across in the southern mid-latitudes of the lunar farside
Drygalski,Moon,surface,Crater,crater,crater,#ff5faa,-79.57,-87.18,4,~162 km diameter,Drygalski is a large complex crater 162 km in diameter in the south-polar region of the limb region between nearside and farside
Dubyago,Moon,surface,Crater,crater,crater,#ff5faa,4.38,69.95,5,~48 km diameter,Dubyago is a complex impact crater 48 km across in the equatorial region of the lunar nearside
Dufay,Moon,surface,Crater,crater,crater,#ff5faa,5.57,169.54,5,~36 km diameter,Dufay is a transitional complex crater 36 km across in the equatorial region of the lunar farside
Dugan,Moon,surface,Crater,crater,crater,#ff5faa,64.12,103.11,5,~50 km diameter,Dugan is a complex impact crater 50 km across in the high northern latitudes of the lunar farside
Dumas,Moon,surface,Crater,crater,crater,#ff5faa,-5.3,81.7,5,,Dumas is an impact crater in the equatorial region of the limb region between nearside and farside
Dune,Moon,surface,Astronaut-named features,landing,landing,#ffe500,26.04,3.66,5,~0 km diameter,Dune is an astronaut-named landmark in the northern equatorial belt of the lunar nearside
Dunér,Moon,surface,Crater,crater,crater,#ff5faa,44.68,179.46,5,~65 km diameter,Dunér is a complex impact crater 65 km across in the northern mid-latitudes of the lunar farside
Dunthorne,Moon,surface,Crater,crater,crater,#ff5faa,-30.12,-31.71,5,~15 km diameter,Dunthorne is a simple impact crater 15 km across in the southern mid-latitudes of the lunar nearside
Dyson,Moon,surface,Crater,crater,crater,#ff5faa,60.87,-121.71,5,~63 km diameter,Dyson is a complex impact crater 63 km across in the high northern latitudes of the lunar farside
Dziewulski,Moon,surface,Crater,crater,crater,#ff5faa,20.99,99.02,5,~69 km diameter,Dziewulski is a complex impact crater 69 km across in the northern equatorial belt of the limb region between nearside and farside
Earthlight,Moon,surface,Astronaut-named features,landing,landing,#ffe500,26.06,3.65,5,~0 km diameter,Earthlight is an astronaut-named landmark in the northern equatorial belt of the lunar nearside
Easley,Moon,surface,Crater,crater,crater,#ff5faa,-23.69,87.97,5,~9 km diameter,Easley is a simple impact crater 9 km across in the southern equatorial belt of the limb region between nearside and farside
Eckert,Moon,surface,Crater,crater,crater,#ff5faa,17.28,58.38,5,~3 km diameter,Eckert is a small simple impact crater 3 km across in the northern equatorial belt of the lunar nearside
Eddington,Moon,surface,Crater,crater,crater,#ff5faa,21.5,-72.02,4,~120 km diameter,Eddington is a large complex crater 120 km in diameter in the northern equatorial belt of the lunar nearside
Edison,Moon,surface,Crater,crater,crater,#ff5faa,24.88,99.27,5,~63 km diameter,Edison is a complex impact crater 63 km across in the northern equatorial belt of the limb region between nearside and farside
Edith,Moon,surface,Crater,crater,crater,#ff5faa,-25.77,102.33,5,~7 km diameter,Edith is a small simple impact crater 7 km across in the southern equatorial belt of the lunar farside
Egede,Moon,surface,Crater,crater,crater,#ff5faa,48.72,10.64,5,~34 km diameter,Egede is a transitional complex crater 34 km across in the northern mid-latitudes of the lunar nearside
Ehrlich,Moon,surface,Crater,crater,crater,#ff5faa,40.82,-172.27,5,~34 km diameter,Ehrlich is a transitional complex crater 34 km across in the northern mid-latitudes of the lunar farside
Eichstadt,Moon,surface,Crater,crater,crater,#ff5faa,-22.63,-78.42,5,~50 km diameter,Eichstadt is a complex impact crater 50 km across in the southern equatorial belt of the lunar nearside
Eijkman,Moon,surface,Crater,crater,crater,#ff5faa,-63.21,-142.51,5,~56 km diameter,Eijkman is a complex impact crater 56 km across in the high southern latitudes of the lunar farside
Eimmart,Moon,surface,Crater,crater,crater,#ff5faa,23.97,64.8,5,~45 km diameter,Eimmart is a complex impact crater 45 km across in the northern equatorial belt of the lunar nearside
Einstein,Moon,surface,Crater,crater,crater,#ff5faa,16.6,-88.65,4,~181 km diameter,Einstein is a large complex crater 181 km in diameter in the northern equatorial belt of the limb region between nearside and farside
Einthoven,Moon,surface,Crater,crater,crater,#ff5faa,-5.06,110.06,5,~74 km diameter,Einthoven is a complex impact crater 74 km across in the equatorial region of the lunar farside
Elbow,Moon,surface,Astronaut-named features,landing,landing,#ffe500,26.03,3.6,5,~0 km diameter,Elbow is an astronaut-named landmark in the northern equatorial belt of the lunar nearside
Elger,Moon,surface,Crater,crater,crater,#ff5faa,-35.4,-29.81,5,~22 km diameter,Elger is a transitional complex crater 22 km across in the southern mid-latitudes of the lunar nearside
El Greco,Moon,surface,Crater,crater,crater,#ff5faa,14.0,34.7,5,,El Greco is an impact crater in the equatorial region of the lunar nearside
Ellerman,Moon,surface,Crater,crater,crater,#ff5faa,-25.44,-120.39,5,~46 km diameter,Ellerman is a complex impact crater 46 km across in the southern equatorial belt of the lunar farside
Ellison,Moon,surface,Crater,crater,crater,#ff5faa,54.93,-108.05,5,~37 km diameter,Ellison is a transitional complex crater 37 km across in the northern mid-latitudes of the lunar farside
Elmer,Moon,surface,Crater,crater,crater,#ff5faa,-10.23,84.18,5,~17 km diameter,Elmer is a simple impact crater 17 km across in the equatorial region of the limb region between nearside and farside
Elvey,Moon,surface,Crater,crater,crater,#ff5faa,9.01,-100.64,4,~80 km diameter,Elvey is a complex impact crater 80 km across in the equatorial region of the lunar farside
Emden,Moon,surface,Crater,crater,crater,#ff5faa,62.76,-176.51,4,~115 km diameter,Emden is a large complex crater 115 km in diameter in the high northern latitudes of the lunar farside
Emory,Moon,surface,Astronaut-named features,landing,landing,#ffe500,20.12,30.78,5,~1 km diameter,Emory is an astronaut-named landmark in the northern equatorial belt of the lunar nearside
Encke,Moon,surface,Crater,crater,crater,#ff5faa,4.57,-36.68,5,~28 km diameter,Encke is a transitional complex crater 28 km across in the equatorial region of the lunar nearside
End,Moon,surface,Astronaut-named features,landing,landing,#ffe500,-8.91,15.51,5,~0 km diameter,End is an astronaut-named landmark in the equatorial region of the lunar nearside
Endymion,Moon,surface,Crater,crater,crater,#ff5faa,53.61,56.48,4,~122 km diameter,Endymion is a large complex crater 122 km in diameter in the northern mid-latitudes of the lunar nearside
Engel'gardt (Engelhardt),Moon,surface,Crater,crater,crater,#ff5faa,5.39,-159.47,5,~44 km diameter,Engel'gardt (Engelhardt) is a complex impact crater 44 km across in the equatorial region of the lunar farside
Eötvös,Moon,surface,Crater,crater,crater,#ff5faa,-35.61,134.43,4,~102 km diameter,Eötvös is a large complex crater 102 km in diameter in the southern mid-latitudes of the lunar farside
Epigenes,Moon,surface,Crater,crater,crater,#ff5faa,67.5,-4.62,5,~55 km diameter,Epigenes is a complex impact crater 55 km across in the high northern latitudes of the lunar nearside
Epimenides,Moon,surface,Crater,crater,crater,#ff5faa,-40.92,-30.33,5,~23 km diameter,Epimenides is a transitional complex crater 23 km across in the southern mid-latitudes of the lunar nearside
Eppinger,Moon,surface,Crater,crater,crater,#ff5faa,-9.4,-25.7,5,,Eppinger is an impact crater in the equatorial region of the lunar nearside
Eratosthenes,Moon,surface,Crater,crater,crater,#ff5faa,14.47,-11.32,2,~59 km diameter,Eratosthenes is a complex impact crater 59 km across in the equatorial region of the lunar nearside
Erlanger,Moon,surface,Crater,crater,crater,#ff5faa,86.99,28.62,5,~11 km diameter,Erlanger is a simple impact crater 11 km across in the polar region of the lunar nearside
Erro,Moon,surface,Crater,crater,crater,#ff5faa,5.68,98.54,5,~64 km diameter,Erro is a complex impact crater 64 km across in the equatorial region of the limb region between nearside and farside
Esclangon,Moon,surface,Crater,crater,crater,#ff5faa,21.47,42.06,5,~15 km diameter,Esclangon is a simple impact crater 15 km across in the northern equatorial belt of the lunar nearside
Esnault-Pelterie,Moon,surface,Crater,crater,crater,#ff5faa,47.41,-141.83,4,~77 km diameter,Esnault-Pelterie is a complex impact crater 77 km across in the northern mid-latitudes of the lunar farside
Espin,Moon,surface,Crater,crater,crater,#ff5faa,28.15,109.34,5,~70 km diameter,Espin is a complex impact crater 70 km across in the northern equatorial belt of the lunar farside
Euclides,Moon,surface,Crater,crater,crater,#ff5faa,-7.4,-29.56,5,~12 km diameter,Euclides is a simple impact crater 12 km across in the equatorial region of the lunar nearside
Euctemon,Moon,surface,Crater,crater,crater,#ff5faa,76.26,30.57,5,~63 km diameter,Euctemon is a complex impact crater 63 km across in the polar region of the lunar nearside
Eudoxus,Moon,surface,Crater,crater,crater,#ff5faa,44.27,16.23,5,~70 km diameter,Eudoxus is a complex impact crater 70 km across in the northern mid-latitudes of the lunar nearside
Euler,Moon,surface,Crater,crater,crater,#ff5faa,23.26,-29.18,5,~26 km diameter,Euler is a transitional complex crater 26 km across in the northern equatorial belt of the lunar nearside
Evans,Moon,surface,Crater,crater,crater,#ff5faa,-9.63,-133.78,5,~69 km diameter,Evans is a complex impact crater 69 km across in the equatorial region of the lunar farside
Evdokimov,Moon,surface,Crater,crater,crater,#ff5faa,34.57,-153.04,5,~49 km diameter,Evdokimov is a complex impact crater 49 km across in the northern mid-latitudes of the lunar farside
Evershed,Moon,surface,Crater,crater,crater,#ff5faa,35.3,-159.51,5,~65 km diameter,Evershed is a complex impact crater 65 km across in the northern mid-latitudes of the lunar farside
Ewen,Moon,surface,Crater,crater,crater,#ff5faa,7.69,121.46,5,~3 km diameter,Ewen is a small simple impact crater 3 km across in the equatorial region of the lunar farside
Fabbroni,Moon,surface,Crater,crater,crater,#ff5faa,18.66,29.27,5,~11 km diameter,Fabbroni is a simple impact crater 11 km across in the northern equatorial belt of the lunar nearside
Fabricius,Moon,surface,Crater,crater,crater,#ff5faa,-42.75,41.84,4,~79 km diameter,Fabricius is a complex impact crater 79 km across in the southern mid-latitudes of the lunar nearside
Fabry,Moon,surface,Crater,crater,crater,#ff5faa,43.07,100.68,4,~179 km diameter,Fabry is a large complex crater 179 km in diameter in the northern mid-latitudes of the lunar farside
Fahrenheit,Moon,surface,Crater,crater,crater,#ff5faa,13.12,61.71,5,~7 km diameter,Fahrenheit is a small simple impact crater 7 km across in the equatorial region of the lunar nearside
Fairouz,Moon,surface,Crater,crater,crater,#ff5faa,-26.07,102.95,5,~3 km diameter,Fairouz is a small simple impact crater 3 km across in the southern equatorial belt of the lunar farside
Falcon,Moon,surface,Astronaut-named features,landing,landing,#ffe500,20.31,30.31,5,~0 km diameter,Falcon is an astronaut-named landmark in the northern equatorial belt of the lunar nearside
Family Mountain,Moon,surface,Astronaut-named features,landing,landing,#ffe500,20.38,30.34,5,~3 km diameter,Family Mountain is an astronaut-named landmark in the northern equatorial belt of the lunar nearside
Faraday,Moon,surface,Crater,crater,crater,#ff5faa,-42.45,8.75,5,~69 km diameter,Faraday is a complex impact crater 69 km across in the southern mid-latitudes of the lunar nearside
Faustini,Moon,surface,Crater,crater,crater,#ff5faa,-87.18,84.31,5,~42 km diameter,Faustini is a complex impact crater 42 km across in the south-polar region of the limb region between nearside and farside
Fauth,Moon,surface,Crater,crater,crater,#ff5faa,6.23,-20.14,5,~12 km diameter,Fauth is a simple impact crater 12 km across in the equatorial region of the lunar nearside
Faye,Moon,surface,Crater,crater,crater,#ff5faa,-21.39,3.81,5,~38 km diameter,Faye is a transitional complex crater 38 km across in the southern equatorial belt of the lunar nearside
Fechner,Moon,surface,Crater,crater,crater,#ff5faa,-58.25,125.03,5,~59 km diameter,Fechner is a complex impact crater 59 km across in the high southern latitudes of the lunar farside
Fedorov,Moon,surface,Crater,crater,crater,#ff5faa,28.23,-37.05,5,~6 km diameter,Fedorov is a small simple impact crater 6 km across in the northern equatorial belt of the lunar nearside
